State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Bellary,Kottur,Groundnut,Natte,FAQ,28/01/2025,3520,5670,4454,10
Karnataka,Bellary,Bellary,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,17/01/2025,6261,6440,6305,6
Karnataka,Bellary,Bellary,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,18/01/2025,6124,6325,6254,6
Karnataka,Bellary,Kottur,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,15/01/2025,6249,6262,6255,6
Karnataka,Bellary,Bellary,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,17/01/2025,3132,3800,3442,114
Karnataka,Bellary,Kottur,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,06/01/2025,4015,4044,4033,114
Karnataka,Bellary,Kottur,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,29/01/2025,3950,3950,3950,114
Karnataka,Bellary,Kottur,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,02/01/2025,4356,4356,4356,114
Karnataka,Bellary,Bellary,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,20/01/2025,1509,7211,6458,49
Karnataka,Bellary,Kottur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,01/01/2025,6111,6301,6231,49
Karnataka,Bellary,Kottur,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,21/01/2025,3866,6156,5676,49
Karnataka,Bellary,Kottur,Sunflower,Hybrid,FAQ,24/01/2025,4011,7759,6889,14
Karnataka,Bellary,Bellary,"Green Gram (Moong)(Whole)","Local (Whole)",FAQ,21/01/2025,5757,5757,5757,9
Karnataka,Bellary,Bellary,"Green Gram (Moong)(Whole)","Local (Whole)","Ref grade-1",31/01/2025,7175,7175,7175,9
Karnataka,Bellary,Kottur,"Ragi (Finger Millet)",Hybrid,FAQ,06/01/2025,3070,3311,3206,30
Karnataka,Bellary,Kottur,"Ragi (Finger Millet)",Hybrid,FAQ,08/01/2025,3146,3256,3162,30
Karnataka,Bellary,Bellary,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,03/01/2025,2060,2580,2409,28
Karnataka,Bellary,Bellary,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,28/01/2025,2175,2886,2678,28
Karnataka,Bellary,Kottur,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,04/01/2025,2291,2316,2308,28
Karnataka,Bellary,Kottur,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,08/01/2025,2139,2438,2345,28
Karnataka,Bellary,Kottur,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,18/01/2025,2061,2168,2150,28
Karnataka,Bellary,Kottur,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,21/01/2025,2229,2289,2282,28
